ENTRY_ID,CATALOG,ID,CATALOGO,VALOR_SIEBEL,VALOR_HOMOLOGADO,ID_VALOR_HOMOLOGADO
108877,CT016SCHORDIND,|LB-ADD|XDSL-ADD|IP-ADD|,CT016SCHORDIND,|LB-ADD|XDSL-ADD|IP-ADD|,SI|   => IP_FIX  VOIP|NO,1688
108879,CT016SCHORDIND,|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|IPTV-ADD|STB-ADD|,SI|   =>IPTV   |NO,1689
108881,CT016SCHORDIND,|LB-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-ADD|IPTV-ADD|STB-ADD|,SI|   =>IPTV   VOIP|NO,1690
108883,CT016SCHORDIND,|XDSL-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|XDSL-ADD|IPTV-ADD|STB-ADD|,SI|   =>IPTV  IP |NO,1691
108885,CT016SCHORDIND,|LB-ADD|XDSL-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-ADD|XDSL-ADD|IPTV-ADD|STB-ADD|,SI|   =>IPTV  IP VOIP|NO,1692
108887,CT016SCHORDIND,|XDSL-ADD|IP-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|XDSL-ADD|IP-ADD|IPTV-ADD|STB-ADD|,SI|   =>IPTV IP_FIX  |NO,1693
108889,CT016SCHORDIND,|LB-ADD|XDSL-ADD|IP-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-ADD|XDSL-ADD|IP-ADD|IPTV-ADD|STB-ADD|,SI|   =>IPTV IP_FIX  VOIP|NO,1694
108891,CT016SCHORDIND,|LB-DELETE|,CT016SCHORDIND,|LB-DELETE|,NO| |NO,1695
108893,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|,SI|   VOIP=>  IP |NO,1696
108895,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|,SI|   VOIP=>  IP VOIP|NO,1697
108897,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IP-ADD|,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IP-ADD|,SI|   VOIP=> IP_FIX  |NO,1698
108899,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IP-ADD|,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IP-ADD|,SI|   VOIP=> IP_FIX  VOIP|NO,1699
108901,CT016SCHORDIND,|LB-DELETE|IP-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-DELETE|IP-ADD|IPTV-ADD|STB-ADD|,SI|   VOIP=>IPTV   |NO,1700
108903,CT016SCHORDIND,|LB-UPDATE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-UPDATE|IPTV-ADD|STB-ADD|,SI|   VOIP=>IPTV   VOIP|NO,1701
108905,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IPTV-ADD|STB-ADD|,SI|   VOIP=>IPTV  IP |NO,1702
108907,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IPTV-ADD|STB-ADD|,SI|   VOIP=>IPTV  IP VOIP|NO,1703
108909,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IP-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IP-ADD|IPTV-ADD|STB-ADD|,SI|   VOIP=>IPTV IP_FIX  |NO,1704
108911,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IP-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IP-ADD|IPTV-ADD|STB-ADD|,SI|   VOIP=>IPTV IP_FIX  VOIP|NO,1705
108913,CT016SCHORDIND,|XDSL-DELETE|,CT016SCHORDIND,|XDSL-DELETE|,NO| |SI,1706
108915,CT016SCHORDIND,|LB-ADD|XDSL-DELETE|,CT016SCHORDIND,|LB-ADD|XDSL-DELETE|,NO| |SI,1707
108917,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|,NO| |NO,1708
108919,CT016SCHORDIND,|XDSL-UPDATE|IP-ADD|,CT016SCHORDIND,|XDSL-UPDATE|IP-ADD|,SI|  IP => IP_FIX  |NO,1709
108921,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-ADD|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-ADD|,SI|  IP => IP_FIX  VOIP|NO,1710
108923,CT016SCHORDIND,|XDSL-DELETE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|XDSL-DELETE|IPTV-ADD|STB-ADD|,SI|  IP =>IPTV   |NO,1711
108925,CT016SCHORDIND,|LB-ADD|XDSL-DELETE|IP-DELETE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-ADD|XDSL-DELETE|IP-DELETE|IPTV-ADD|STB-ADD|,SI|  IP =>IPTV   VOIP|NO,1712
108927,CT016SCHORDIND,|HSI|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|HSI|IPTV-ADD|STB-ADD|,SI|  IP =>IPTV  IP |NO,1713
108929,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IPTV-ADD|STB-ADD|,SI|  IP =>IPTV  IP VOIP|NO,1714
108931,CT016SCHORDIND,|XDSL-UPDATE|IP-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|XDSL-UPDATE|IP-ADD|IPTV-ADD|STB-ADD|,SI|  IP =>IPTV IP_FIX  |NO,1715
108933,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-ADD|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-ADD|IPTV-ADD|STB-ADD|,SI|  IP =>IPTV IP_FIX  VOIP|NO,1716
108935,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|,NO| |SI,1717
108937,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|,NO| |SI,1718
108939,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|,NO| |NO,1719
108941,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-ADD|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-ADD|,SI|  IP VOIP=> IP_FIX  |NO,1720
108943,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-ADD|,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-ADD|,SI|  IP VOIP=> IP_FIX  VOIP|NO,1721
108945,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IPTV-ADD|STB-ADD|,SI|  IP VOIP=>IPTV   |NO,1722
108947,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IPTV-ADD|STB-ADD|,SI|  IP VOIP=>IPTV   VOIP|NO,1723
42613,CT010SBLTX2SHRBAG,1,CT010SBLTX2SHRBAG,1,100,540
70861,CT015ACTFFTH,FIBRA|STB_ADD_3,CT015ACTFFTH,FIBRA|STB_ADD_3,F.O. (STB_ADD_3)|Installation of 3 aditional STB|MPPFTTH|60,734
70863,CT015ACTFFTH,FIBRA|STB_ADD_4,CT015ACTFFTH,FIBRA|STB_ADD_4,F.O. (STB_ADD_4)|Installation of 4 aditional STB|MPPFTTH|60,735
70865,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP",F.O. (HSI/IP_FIX/VOIP)| Installation of duo play service with fix IP|MPPFTTH|120,736
70867,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,IPPBX",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,IPPBX",F.O. (HSI/IP_FIX/IPPBX)| Installation of IPPBX service with fix IP|MPPFTTH|120,737
70869,CT015ACTFFTH,"FTTC|HSI,VOIP,LB,XDSL,IP",CT015ACTFFTH,"FTTC|HSI,VOIP,LB,XDSL,IP",FTTC (HSI/VOIP/LB/XDSL/IP)|Technology Change|MPPFTTC|120,738
70871,CT015ACTFFTH,"FTTC|HSI,VOIP,LB,XDSL,IP,PBX",CT015ACTFFTH,"FTTC|HSI,VOIP,LB,XDSL,IP,PBX",FTTC (HSI/VOIP/LB/XDSL/IP/PBX)|Technology Change with Analog PBX|MPPFTTC|240,739
70873,CT015ACTFFTH,"FTTC|HSI,VOIP,LB,XDSL",CT015ACTFFTH,"FTTC|HSI,VOIP,LB,XDSL",FTTC (HSI/VOIP/LB/XDSL/IP)|Technology Change|MPPFTTC|120,740
71025,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,LB,XDSL,IP",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,LB,XDSL,IP",F.O. (HSI/IP_FIX/VOIP/LB/XDSL/IP) |Technology change with IPoA |MPPFTTH_POS|240,766
71027,CT015ACTFFTH,FTTC|LB,CT015ACTFFTH,FTTC|LB,FTTC (LB)|Actuacion Cobre|ESPFTTC|60,767
71029,CT015ACTFFTH,FTTC|XDSL,CT015ACTFFTH,FTTC|XDSL,FTTC (XDSL)|Actuacion Cobre|MPPFTTC|60,768
71031,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPPBX",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPPBX",F.O. (HSI/IP_FIX/VOIP/IPPBX)|Upgrade or Downgrade VoIP from to IPPBX on duo play Services|MPPFTTH_POS|240,769
71033,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,IPPBX,STB_ADD_1",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,IPPBX,STB_ADD_1",F.O. (HSI/IP_FIX/VOIP/IPTV/IPPBX)|Upgrade or Downgrade VoIP from to IPPBX on trio play Services with 1 additional STB|MPPFTTH_POS|240,770
71035,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,IPPBX,STB_ADD_2",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,IPPBX,STB_ADD_2",F.O. (HSI/IP_FIX/VOIP/IPTV/IPPBX)|Upgrade or Downgrade VoIP from to IPPBX on trio play Services with 2 additional STB|MPPFTTH_POS|240,771
71037,CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,IPPBX,STB_ADD_3",CT015ACTFFTH,"FIBRA|HSI,IP_FIX,VOIP,IPTV,IPPBX,STB_ADD_3",F.O. (HSI/IP_FIX/VOIP/IPTV/IPPBX)|Upgrade or Downgrade VoIP from to IPPBX on trio play Services with 3 additional STB|MPPFTTH_POS|240,772
82701,CT016SBLXT2UPPRSTCCLRSN,PUERTO CRUZADO EN MSAN,CT016SBLXT2UPPRSTCCLRSN,PUERTO CRUZADO EN MSAN,PUERTO CRUZADO EN MSAN,6901
84600,CT005RVCTXFAGCIU,25754,CT005RVCTXFAGCIU,25754,001,830
108961,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP--|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP--|,NO| |NO,1730
108963,CT016SCHORDIND,|XDSL-DELETE|IP-DELETE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|XDSL-DELETE|IP-DELETE|IPTV-ADD|STB-ADD|,SI| IP_FIX  =>IPTV   |NO,1731
108965,CT016SCHORDIND,|XDSL-ADD|IP-DELETE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|XDSL-ADD|IP-DELETE|IPTV-ADD|STB-ADD|,SI| IP_FIX  =>IPTV  IP |NO,1732
108967,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-DELETE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-DELETE|IPTV-ADD|STB-ADD|,SI| IP_FIX  =>IPTV  IP VOIP|NO,1733
108969,CT016SCHORDIND,|XDSL-UPDATE|IP--|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|XDSL-UPDATE|IP--|IPTV-ADD|STB-ADD|,SI| IP_FIX  =>IPTV IP_FIX  |NO,1734
108971,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP--|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP--|IPTV-ADD|STB-ADD|,SI| IP_FIX  =>IPTV IP_FIX  VOIP|NO,1735
108973,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IP-DELETE|,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IP-DELETE|,NO| |SI,1736
108975,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IP-DELETE|,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IP-DELETE|,NO| |SI,1737
108977,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-DELETE|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-DELETE|,NO| |NO,1738
108979,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-DELETE|,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-DELETE|,NO| |NO,1739
108981,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP--|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP--|,NO| |NO,1740
108983,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IP-DELETE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IP-DELETE|IPTV-ADD|STB-ADD|,SI| IP_FIX  VOIP=>IPTV   |NO,1741
108985,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IP-DELETE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IP-DELETE|IPTV-ADD|STB-ADD|,SI| IP_FIX  VOIP=>IPTV   VOIP|NO,1742
109021,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IPTV-DELETE|STB-DELETE|,NO| |SI,1760
109023,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IPTV-DELETE|STB-DELETE|,NO| |SI,1761
109025,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IP-ADD|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IP-ADD|IPTV-DELETE|STB-DELETE|,SI|IPTV   VOIP=> IP_FIX  |SI,1762
109027,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IP-ADD|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IP-ADD|IPTV-DELETE|STB-DELETE|,SI|IPTV   VOIP=> IP_FIX  VOIP|SI,1763
109029,CT016SCHORDIND,|LB-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1764
109031,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IPTV-UPDATE|STB--|,NO| |NO,1765
109033,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IPTV-UPDATE|STB--|,NO| |NO,1766
109035,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IP-ADD|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-DELETE|XDSL-ADD|IP-ADD|IPTV-UPDATE|STB--|,SI|IPTV   VOIP=>IPTV IP_FIX  |NO,1767
109037,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IP-ADD|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-UPDATE|XDSL-ADD|IP-ADD|IPTV-UPDATE|STB--|,SI|IPTV   VOIP=>IPTV IP_FIX  VOIP|NO,1768
109039,CT016SCHORDIND,|XDSL-DELETE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|XDSL-DELETE|IPTV-DELETE|STB-DELETE|,NO| |SI,1769
109041,CT016SCHORDIND,|LB-ADD|XDSL-DELETE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-ADD|XDSL-DELETE|IPTV-DELETE|STB-DELETE|,NO| |SI,1770
109043,CT016SCHORDIND,|XDSL-UPDATE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|XDSL-UPDATE|IPTV-DELETE|STB-DELETE|,NO| |SI,1771
109045,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IPTV-DELETE|STB-DELETE|,NO| |SI,1772
109047,CT016SCHORDIND,|XDSL-UPDATE|IP-ADD|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|XDSL-UPDATE|IP-ADD|IPTV-DELETE|STB-DELETE|,SI|IPTV  IP => IP_FIX  |SI,1773
109049,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-ADD|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-ADD|IPTV-DELETE|STB-DELETE|,SI|IPTV  IP => IP_FIX  VOIP|SI,1774
109051,CT016SCHORDIND,|XDSL-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|XDSL-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1775
109053,CT016SCHORDIND,|LB-ADD|XDSL-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-ADD|XDSL-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1776
109055,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IPTV-UPDATE|STB--|,NO| |NO,1777
109057,CT016SCHORDIND,|XDSL-UPDATE|IP-ADD|IPTV-UPDATE|STB--|,CT016SCHORDIND,|XDSL-UPDATE|IP-ADD|IPTV-UPDATE|STB--|,SI|IPTV  IP =>IPTV IP_FIX  |NO,1778
109059,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-ADD|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-ADD|IPTV-UPDATE|STB--|,SI|IPTV  IP =>IPTV IP_FIX  VOIP|NO,1779
109061,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IPTV-DELETE|STB-DELETE|,NO| |SI,1780
109063,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IPTV-DELETE|STB-DELETE|,NO| |SI,1781
109065,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IPTV-DELETE|STB-DELETE|,NO| |SI,1782
109067,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IPTV-DELETE|STB-DELETE|,NO| |SI,1783
109069,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-ADD|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-ADD|IPTV-DELETE|STB-DELETE|,SI|IPTV  IP VOIP=> IP_FIX  |SI,1784
109071,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-ADD|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-ADD|IPTV-DELETE|STB-DELETE|,SI|IPTV  IP VOIP=> IP_FIX  VOIP|SI,1785
109073,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1786
109075,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1787
109077,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IPTV-UPDATE|STB--|,NO| |NO,1788
109079,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-ADD|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-ADD|IPTV-UPDATE|STB--|,SI|IPTV  IP VOIP=>IPTV IP_FIX  |NO,1789
109081,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-ADD|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-ADD|IPTV-UPDATE|STB--|,SI|IPTV  IP VOIP=>IPTV IP_FIX  VOIP|NO,1790
109083,CT016SCHORDIND,|XDSL-UPDATE|IP-DELETE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|XDSL-UPDATE|IP-DELETE|IPTV-DELETE|STB-DELETE|,NO| |SI,1791
109085,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-DELETE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-DELETE|IPTV-DELETE|STB-DELETE|,NO| |SI,1792
109087,CT016SCHORDIND,|XDSL-UPDATE|IP--|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|XDSL-UPDATE|IP--|IPTV-DELETE|STB-DELETE|,NO| |SI,1793
109089,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP--|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP--|IPTV-DELETE|STB-DELETE|,NO| |SI,1794
109091,CT016SCHORDIND,|XDSL-DELETE|IP-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|XDSL-DELETE|IP-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1795
109093,CT016SCHORDIND,|LB-ADD|XDSL-DELETE|IP-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-ADD|XDSL-DELETE|IP-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1796
109095,CT016SCHORDIND,|XDSL-UPDATE|IP-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|XDSL-UPDATE|IP-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1797
109097,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1798
109099,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP--|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-ADD|XDSL-UPDATE|IP--|IPTV-UPDATE|STB--|,NO| |NO,1799
114601,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IP-DELETE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IP-DELETE|IPTV-DELETE|STB-DELETE|,NO| |SI,1800
114603,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IP-DELETE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IP-DELETE|IPTV-DELETE|STB-DELETE|,NO| |SI,1801
114605,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-DELETE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-DELETE|IPTV-DELETE|STB-DELETE|,NO| |SI,1802
114607,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-DELETE|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-DELETE|IPTV-DELETE|STB-DELETE|,NO| |SI,1803
114609,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP--|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP--|IPTV-DELETE|STB-DELETE|,NO| |SI,1804
114611,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP--|IPTV-DELETE|STB-DELETE|,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP--|IPTV-DELETE|STB-DELETE|,NO| |SI,1805
114613,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IP-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-DELETE|XDSL-DELETE|IP-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1806
114615,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IP-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-UPDATE|XDSL-DELETE|IP-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1807
36301,CT006RMCABPCABP,JURIDICO,CT006RMCABPCABP,JURIDICO,0003,532
36303,CT006RMCABPCAKT,JURIDICO,CT006RMCABPCAKT,JURIDICO,0022,533
56721,CT006RMCACARECLAM,GobiernoNacional|Pequenas,CT006RMCACARECLAM,GobiernoNacional|Pequenas,0006,571
64701,CT005RVCTXFAGCIU,25175,CT005RVCTXFAGCIU,25175,001,702
73013,CT018REGNEG,otras,CT018REGNEG,otras,2,794
114617,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1808
114619,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-DELETE|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-UPDATE|XDSL-UPDATE|IP-DELETE|IPTV-UPDATE|STB--|,NO| |NO,1809
114621,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP--|IPTV-UPDATE|STB--|,CT016SCHORDIND,|LB-DELETE|XDSL-UPDATE|IP--|IPTV-UPDATE|STB--|,NO| |NO,1810
114623,CT016SCHORDIND,|HSI-ADD|,CT016SCHORDIND,|HSI-ADD|,SI|=>HSI|NO,1811
114626,CT016SCHORDIND,|HSI-DELETE|IPTV-ADD|STB-ADD|,CT016SCHORDIND,|HSI-DELETE|IPTV-ADD|STB-ADD|,SI|  IP =>IPTV |SI,1812
114628,CT016SCHORDIND,|IPTV-ADD|LB-ADD|XDSL-ADD|STB-ADD|,CT016SCHORDIND,|IPTV-ADD|LB-ADD|XDSL-ADD|STB-ADD|,SI|  =>IP LB IPTV |NO,1813
